DATE OCC,TIME OCC,AREA,AREA NAME,Crm Cd,Crm Cd Desc,Vict Age,Vict Sex,Premis Desc,Weapon Desc,Status Desc,Crm Cd 1,LOCATION,Cross Street,LAT,LON
01/17/2020 12:00:00 AM,930,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,38,F,"GOVERNMENT FACILITY (FEDERAL,STATE, COUNTY & CITY)",VERBAL THREAT,Invest Cont,930.0,100 N  HILL                         ST,,34.0572,-118.2481
01/17/2020 12:00:00 AM,1820,1,Central,761,BRANDISH WEAPON,28,M,STREET,OTHER KNIFE,Invest Cont,761.0,4TH,FIGUEROA,34.0538,-118.256
01/16/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,61,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,330.0,300 S  SANTA FE                     AV,,34.046,-118.2326
01/18/2020 12:00:00 AM,200,1,Central,330,BURGLARY FROM VEHICLE,23,M,STREET,,Invest Cont,330.0,9TH,FLOWER,34.0458,-118.2614
02/16/2020 12:00:00 AM,915,11,Northeast,624,BATTERY - SIMPLE ASSAULT,24,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,624.0,6000    CRESTWOOD                    WY,,34.1307,-118.1907
06/04/2020 12:00:00 AM,1620,20,Olympic,354,THEFT OF IDENTITY,60,M,SINGLE FAMILY DWELLING,,Invest Cont,354.0,3300    SAN MARINO                   ST,,34.0545,-118.3031
12/09/2020 12:00:00 AM,1200,17,Devonshire,354,THEFT OF IDENTITY,56,F,SINGLE FAMILY DWELLING,,Invest Cont,354.0,15600    SIMONDS                      ST,,34.2762,-118.4716
01/17/2020 12:00:00 AM,835,1,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,46,F,STREET,VERBAL THREAT,Invest Cont,930.0,CAESAR CHAVEZ,SPRING                       ST,34.0525,-118.2432
01/18/2020 12:00:00 AM,100,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),53,M,STREET,,Invest Cont,420.0,TEMPLE                       ST,SPRING                       ST,34.0549,-118.2426
07/01/2020 12:00:00 AM,1335,18,Southeast,354,THEFT OF IDENTITY,26,M,SINGLE FAMILY DWELLING,,Invest Cont,354.0,100 W  COLDEN                       AV,,33.9492,-118.2739
01/18/2020 12:00:00 AM,1530,1,Central,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),21,F,OTHER BUSINESS,,Invest Cont,343.0,700 S  BROADWAY,,34.0452,-118.2534
01/18/2020 12:00:00 AM,2350,1,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,236.0,00 E  BLOOM                        ST,,34.0648,-118.2303
09/20/2020 12:00:00 AM,2130,1,Central,624,BATTERY - SIMPLE ASSAULT,50,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,600 S  SPRING                       ST,,34.0445,-118.2523
07/29/2020 12:00:00 AM,2010,8,West LA,624,BATTERY - SIMPLE ASSAULT,71,M,"PORCH, RESIDENTIAL","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,624.0,2500    BANYAN                       DR,,34.0814,-118.5073
01/19/2020 12:00:00 AM,1,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",24,M,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,230.0,600 W  6TH                          ST,,34.0488,-118.2553
01/18/2020 12:00:00 AM,1900,1,Central,310,BURGLARY,36,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,310.0,700 S  BROADWAY,,34.0452,-118.2534
01/19/2020 12:00:00 AM,100,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",30,F,BAR/COCKTAIL/NIGHTCLUB,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,230.0,400 S  SPRING                       ST,,34.0488,-118.25
01/18/2020 12:00:00 AM,2330,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,M,BAR/COCKTAIL/NIGHTCLUB,BLUNT INSTRUMENT,Invest Cont,230.0,200 S  MAIN                         ST,,34.051,-118.2445
01/18/2020 12:00:00 AM,2330,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",38,F,BAR/COCKTAIL/NIGHTCLUB,BLUNT INSTRUMENT,Invest Cont,230.0,200 S  MAIN                         ST,,34.051,-118.2445
01/18/2020 12:00:00 AM,800,1,Central,624,BATTERY - SIMPLE ASSAULT,63,M,MTA - RED LINE - CIVIC CENTER/GRAND PARK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,100 S  HILL                         ST,,34.0547,-118.2505
01/18/2020 12:00:00 AM,1930,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),25,F,STREET,,Invest Cont,420.0,CENTRAL,2ND                          ST,34.0461,-118.2395
01/18/2020 12:00:00 AM,1500,1,Central,480,BIKE - STOLEN,14,M,SIDEWALK,,Invest Cont,480.0,600 N  SPRING                       ST,,34.0582,-118.2387
01/18/2020 12:00:00 AM,1500,1,Central,480,BIKE - STOLEN,12,M,SIDEWALK,,Invest Cont,480.0,600 N  SPRING                       ST,,34.0582,-118.2387
01/16/2020 12:00:00 AM,1330,1,Central,624,BATTERY - SIMPLE ASSAULT,65,M,MTA - GOLD LINE - UNION STATION,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/17/2020 12:00:00 AM,1145,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,46,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,626.0,500 S  LOS ANGELES                  ST,,34.046,-118.2493
01/18/2020 12:00:00 AM,1300,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",46,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Arrest,740.0,500 S  LOS ANGELES                  ST,,34.046,-118.2493
01/18/2020 12:00:00 AM,1440,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),64,M,STREET,,Invest Cont,420.0,CERES,7TH,34.038,-118.243
01/18/2020 12:00:00 AM,300,1,Central,350,"THEFT, PERSON",23,F,SIDEWALK,,Invest Cont,350.0,7TH,SPRING,34.0445,-118.2523
01/19/2020 12:00:00 AM,735,1,Central,624,BATTERY - SIMPLE ASSAULT,60,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,624.0,600 S  SAN PEDRO                    ST,,34.0421,-118.2469
03/27/2020 12:00:00 AM,1105,1,Central,330,BURGLARY FROM VEHICLE,63,M,BEAUTY/BARBER SHOP,,Invest Cont,330.0,8TH,MAIN                         ST,34.0423,-118.2527
01/18/2020 12:00:00 AM,1945,1,Central,624,BATTERY - SIMPLE ASSAULT,66,F,PARK/PLAYGROUND,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,200 N  HILL                         ST,,34.0572,-118.2481
01/18/2020 12:00:00 AM,1800,1,Central,210,ROBBERY,55,M,SIDEWALK,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,210.0,7TH,HILL,34.0463,-118.255
04/30/2020 12:00:00 AM,1500,12,77th Street,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,27,F,SINGLE FAMILY DWELLING,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Adult Arrest,236.0,5300    4TH                          AV,,33.9936,-118.3215
01/19/2020 12:00:00 AM,1120,1,Central,330,BURGLARY FROM VEHICLE,20,F,STREET,,Invest Cont,330.0,1100 S  GRAND                        AV,,34.0416,-118.262
01/19/2020 12:00:00 AM,1250,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",76,F,MTA BUS,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,230.0,6TH,SAN PEDRO,34.0423,-118.2452
01/19/2020 12:00:00 AM,1100,1,Central,888,TRESPASSING,38,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,888.0,1200    SANTEE                       ST,,34.0363,-118.2573
01/18/2020 12:00:00 AM,1800,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",38,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,1200    SANTEE                       ST,,34.0363,-118.2573
01/19/2020 12:00:00 AM,1150,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",47,F,OTHER BUSINESS,,Invest Cont,341.0,1100 N  MAIN                         ST,,34.0631,-118.2337
01/19/2020 12:00:00 AM,1200,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),60,M,BUS STOP,,Invest Cont,440.0,SOLANO,BROADWAY,34.071,-118.2302
01/19/2020 12:00:00 AM,1140,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",51,F,MTA - RED LINE - UNION STATION,,Invest Cont,341.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/19/2020 12:00:00 AM,1015,1,Central,624,BATTERY - SIMPLE ASSAULT,60,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,6TH,CROCKER,34.0467,-118.252
01/18/2020 12:00:00 AM,1830,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),28,F,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,745.0,200 W  WASHINGTON                   BL,,34.0363,-118.2672
01/18/2020 12:00:00 AM,2000,1,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),23,M,OTHER STORE,,Invest Cont,442.0,700 W  7TH                          ST,,34.048,-118.2577
01/19/2020 12:00:00 AM,1800,1,Central,755,BOMB SCARE,24,M,POLICE FACILITY,BOMB THREAT,Invest Cont,755.0,200 E  6TH                          ST,,34.0448,-118.2474
01/19/2020 12:00:00 AM,2050,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,SIDEWALK,MACHETE,Adult Arrest,230.0,7TH,SAN JULIAN,34.0412,-118.2474
01/19/2020 12:00:00 AM,2050,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",33,M,SIDEWALK,MACHETE,Adult Arrest,230.0,7TH,SAN JULIAN,34.0412,-118.2474
01/20/2020 12:00:00 AM,245,1,Central,330,BURGLARY FROM VEHICLE,28,M,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,7TH                          ST,SPRING                       ST,34.0445,-118.2523
01/19/2020 12:00:00 AM,2100,1,Central,480,BIKE - STOLEN,14,M,SIDEWALK,,Invest Cont,480.0,400 S  BROADWAY,,34.0495,-118.2494
11/07/2020 12:00:00 AM,800,5,Harbor,886,DISTURBING THE PEACE,38,M,SINGLE FAMILY DWELLING,,Adult Other,886.0,3200 S  PECK                         AV,,33.7147,-118.2916
09/14/2020 12:00:00 AM,1500,3,Southwest,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",32,M,STREET,,Invest Cont,341.0,LEIMERT                      BL,43RD                         ST,34.0054,-118.3297
01/18/2020 12:00:00 AM,1940,1,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),33,M,PARKING LOT,,Invest Cont,745.0,300 S  HOPE                         ST,,34.0537,-118.2523
01/20/2020 12:00:00 AM,1,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,25,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,626.0,900 W  TEMPLE                       ST,,34.0607,-118.2494
01/20/2020 12:00:00 AM,840,1,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",57,F,STREET,PIPE/METAL PIPE,Invest Cont,230.0,5TH                          ST,STANFORD,34.0421,-118.2405
01/19/2020 12:00:00 AM,2300,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,26,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,626.0,3RD                          ST,HILL                         ST,34.0518,-118.2493
01/20/2020 12:00:00 AM,1130,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",31,M,"VEHICLE, PASSENGER/TRUCK",,Adult Arrest,740.0,ALAMEDA,TEMPLE,34.0511,-118.2381
01/20/2020 12:00:00 AM,950,1,Central,210,ROBBERY,37,M,SIDEWALK,PIPE/METAL PIPE,Invest Cont,210.0,900 N  HILL                         ST,,34.0644,-118.2387
01/20/2020 12:00:00 AM,1017,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),33,F,OTHER BUSINESS,,Invest Cont,440.0,800 S  HOPE                         ST,,34.0466,-118.259
02/11/2020 12:00:00 AM,1200,7,Wilshire,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",57,F,SINGLE FAMILY DWELLING,,Invest Cont,341.0,800 S  TREMAINE                     AV,,34.0608,-118.3359
08/30/2020 12:00:00 AM,1420,9,Van Nuys,626,INTIMATE PARTNER - SIMPLE ASSAULT,23,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,626.0,7200    KATHERINE                    AV,,34.2012,-118.4432
01/20/2020 12:00:00 AM,1600,1,Central,624,BATTERY - SIMPLE ASSAULT,33,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,6TH                          ST,HOPE                         ST,34.0519,-118.2531
09/01/2020 12:00:00 AM,1,7,Wilshire,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),70,F,STREET,,Invest Cont,331.0,400 N  ALTA VISTA                   BL,,34.0783,-118.3474
10/22/2020 12:00:00 AM,800,13,Newton,928,THREATENING PHONE CALLS/LETTERS,27,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",VERBAL THREAT,Adult Other,928.0,300 W  70TH                         ST,,33.9765,-118.2789
03/03/2020 12:00:00 AM,1200,13,Newton,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),9,F,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,812.0,4000    MORGAN                       AV,,34.0084,-118.2455
01/20/2020 12:00:00 AM,630,1,Central,624,BATTERY - SIMPLE ASSAULT,30,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,600    MESQUIT                      ST,,34.0384,-118.2294
01/18/2020 12:00:00 AM,1715,1,Central,624,BATTERY - SIMPLE ASSAULT,30,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
06/26/2020 12:00:00 AM,1200,9,Van Nuys,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),36,M,STREET,,Invest Cont,331.0,4600    WILLIS                       AV,,34.1545,-118.4552
01/17/2020 12:00:00 AM,1000,1,Central,624,BATTERY - SIMPLE ASSAULT,27,M,MEDICAL/DENTAL OFFICES,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,700 W  COLLEGE                      ST,,34.0661,-118.2435
01/18/2020 12:00:00 AM,300,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),39,F,SIDEWALK,,Invest Cont,440.0,5TH,TOWNE,34.043,-118.242
01/20/2020 12:00:00 AM,1700,1,Central,624,BATTERY - SIMPLE ASSAULT,48,F,MTA - GOLD LINE - UNION STATION,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/20/2020 12:00:00 AM,1610,1,Central,860,BATTERY WITH SEXUAL CONTACT,39,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,860.0,FIGUEROA,8TH,34.0468,-118.2622
01/20/2020 12:00:00 AM,2120,1,Central,220,ATTEMPTED ROBBERY,31,M,DRUG STORE,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,220.0,800 S  GRAND                        AV,,34.0459,-118.2579
01/19/2020 12:00:00 AM,2200,1,Central,330,BURGLARY FROM VEHICLE,34,F,PARKING LOT,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,330.0,1200 S  GRAND                        AV,,34.0402,-118.2633
01/15/2020 12:00:00 AM,1230,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",29,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,341.0,700 W  9TH                          ST,,34.0462,-118.2585
01/20/2020 12:00:00 AM,1700,1,Central,310,BURGLARY,30,F,SINGLE FAMILY DWELLING,,Invest Cont,310.0,800    ALPINE                       ST,,34.0637,-118.244
01/21/2020 12:00:00 AM,1500,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),38,M,NIGHT CLUB (OPEN EVENINGS ONLY),,Invest Cont,440.0,600 W  5TH                          ST,,34.0502,-118.254
01/24/2020 12:00:00 AM,1400,1,Central,480,BIKE - STOLEN,32,M,LA UNION STATION (NOT LINE SPECIFIC),,Invest Cont,480.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/19/2020 12:00:00 AM,430,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",60,M,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,341.0,700 S  LOS ANGELES                  ST,,34.0433,-118.2504
01/21/2020 12:00:00 AM,300,1,Central,210,ROBBERY,58,M,STREET,KNIFE WITH BLADE OVER 6 INCHES IN LENGTH,Invest Cont,210.0,6TH                          ST,SAN JULIAN,34.0428,-118.2461
01/02/2020 12:00:00 AM,1040,1,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",36,M,AMTRAK TRAIN,,Invest Cont,341.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/16/2020 12:00:00 AM,1835,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),34,M,LA UNION STATION (NOT LINE SPECIFIC),,Invest Cont,440.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/18/2020 12:00:00 AM,1915,1,Central,330,BURGLARY FROM VEHICLE,48,F,STREET,,Invest Cont,330.0,400    SEATON                       ST,,34.0433,-118.2377
01/20/2020 12:00:00 AM,1900,1,Central,330,BURGLARY FROM VEHICLE,27,F,STREET,,Invest Cont,330.0,7TH,LOS ANGELES,34.0433,-118.2504
03/02/2020 12:00:00 AM,2030,10,West Valley,624,BATTERY - SIMPLE ASSAULT,34,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,624.0,6600    HASKELL                      AV,,34.1905,-118.4749
01/21/2020 12:00:00 AM,1150,1,Central,860,BATTERY WITH SEXUAL CONTACT,24,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,860.0,2ND                          ST,HILL                         ST,34.0531,-118.2478
01/21/2020 12:00:00 AM,1145,1,Central,860,BATTERY WITH SEXUAL CONTACT,51,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,860.0,4TH                          ST,HILL                         ST,34.0517,-118.2474
01/17/2020 12:00:00 AM,1350,1,Central,860,BATTERY WITH SEXUAL CONTACT,27,F,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,860.0,HILL                         ST,2ND                          ST,34.0569,-118.254
01/21/2020 12:00:00 AM,1220,1,Central,860,BATTERY WITH SEXUAL CONTACT,34,F,BANK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Arrest,860.0,700    WILSHIRE                     BL,,34.0487,-118.2571
01/20/2020 12:00:00 AM,2300,1,Central,350,"THEFT, PERSON",29,F,SIDEWALK,,Invest Cont,350.0,600 S  GRAND                        AV,,34.0488,-118.2553
01/21/2020 12:00:00 AM,655,1,Central,761,BRANDISH WEAPON,52,M,SIDEWALK,KNIFE WITH BLADE 6INCHES OR LESS,Invest Cont,761.0,600 S  BROADWAY,,34.0467,-118.252
01/21/2020 12:00:00 AM,1300,1,Central,480,BIKE - STOLEN,52,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,480.0,800 N  ALAMEDA                      ST,,34.0563,-118.2374
01/21/2020 12:00:00 AM,1410,1,Central,210,ROBBERY,37,M,STREET,ROCK/THROWN OBJECT,Adult Arrest,210.0,WALL                         ST,4TH                          ST,34.0464,-118.2447
01/18/2020 12:00:00 AM,1100,1,Central,624,BATTERY - SIMPLE ASSAULT,43,F,MISSIONS/SHELTERS,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 S  SAN PEDRO                    ST,,34.0437,-118.2455
01/21/2020 12:00:00 AM,1230,1,Central,910,KIDNAPPING,31,M,ALLEY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,910.0,18TH,FIGUEROA,34.0354,-118.2714
01/21/2020 12:00:00 AM,1420,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),52,M,STREET,,Invest Cont,420.0,ALAMEDA,2ND,34.0472,-118.2381
01/21/2020 12:00:00 AM,2200,1,Central,210,ROBBERY,55,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,210.0,5TH,SPRING,34.0474,-118.2496
01/22/2020 12:00:00 AM,100,1,Central,330,BURGLARY FROM VEHICLE,50,M,STREET,,Invest Cont,330.0,1600 S  LOS ANGELES                  ST,,34.033,-118.2615
01/22/2020 12:00:00 AM,5,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),61,M,RESTAURANT/FAST FOOD,,Invest Cont,440.0,500    RAMIREZ                      ST,,34.0552,-118.2322
01/21/2020 12:00:00 AM,1555,1,Central,624,BATTERY - SIMPLE ASSAULT,26,M,LIBRARY,UNKNOWN WEAPON/OTHER WEAPON,Invest Cont,624.0,600 W  5TH                          ST,,34.0502,-118.254
01/21/2020 12:00:00 AM,2130,1,Central,624,BATTERY - SIMPLE ASSAULT,60,M,ALLEY,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,700 S  FLOWER                       ST,,34.0487,-118.2588
01/11/2020 12:00:00 AM,1,1,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),24,F,BAR/SPORTS BAR (OPEN DAY & NIGHT),,Invest Cont,440.0,200 W  6TH                          ST,,34.046,-118.2509
01/11/2020 12:00:00 AM,1527,1,Central,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),34,M,DEPARTMENT STORE,,Invest Cont,343.0,700 S  FIGUEROA                     ST,,34.0483,-118.2631
01/21/2020 12:00:00 AM,900,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),56,M,STREET,,Invest Cont,420.0,1700 E  7TH                          ST,,34.0387,-118.2335
01/21/2020 12:00:00 AM,2343,1,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,34,M,SINGLE FAMILY DWELLING,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,626.0,200 W  6TH                          ST,,34.046,-118.2509
01/20/2020 12:00:00 AM,1925,1,Central,900,VIOLATION OF COURT ORDER,48,F,SINGLE FAMILY DWELLING,,Invest Cont,900.0,500 S  SAN PEDRO                    ST,,34.0442,-118.2439
01/21/2020 12:00:00 AM,2300,1,Central,330,BURGLARY FROM VEHICLE,29,F,SIDEWALK,,Invest Cont,330.0,100 S  FIGUEROA                     ST,,34.0569,-118.254
01/20/2020 12:00:00 AM,100,1,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",27,M,"VEHICLE, PASSENGER/TRUCK",,Invest Cont,740.0,400 S  SPRING                       ST,,34.0488,-118.2483
07/24/2020 12:00:00 AM,1220,17,Devonshire,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",33,F,SINGLE FAMILY DWELLING,,Adult Other,956.0,16600    HORACE                       ST,,34.2702,-118.4968
02/01/2020 12:00:00 AM,2000,3,Southwest,760,LEWD/LASCIVIOUS ACTS WITH CHILD,15,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Adult Other,760.0,500 W  41ST                         DR,,34.0087,-118.284
02/23/2020 12:00:00 AM,1800,9,Van Nuys,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",34,F,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,Invest Cont,956.0,14900    SHERMAN                      WY,,34.2012,-118.4574
12/19/2020 12:00:00 AM,1630,12,77th Street,220,ATTEMPTED ROBBERY,61,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,220.0,6100    10TH                         AV,,33.9837,-118.3279
01/22/2020 12:00:00 AM,830,1,Central,624,BATTERY - SIMPLE ASSAULT,31,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 W  7TH                          ST,,34.0467,-118.2556
01/21/2020 12:00:00 AM,2009,1,Central,624,BATTERY - SIMPLE ASSAULT,35,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,400 E  5TH                          ST,,34.0453,-118.2443
01/18/2020 12:00:00 AM,1108,1,Central,624,BATTERY - SIMPLE ASSAULT,31,F,STREET,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Invest Cont,624.0,500 S  OLIVE                        ST,,34.0495,-118.2529
01/22/2020 12:00:00 AM,1430,1,Central,330,BURGLARY FROM VEHICLE,28,F,STREET,,Invest Cont,330.0,SANTEE                       ST,14TH                         ST,34.0331,-118.2599
01/22/2020 12:00:00 AM,1755,1,Central,623,BATTERY POLICE (SIMPLE),48,M,SIDEWALK,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",Adult Other,623.0,700 S  BROADWAY,,34.0452,-118.2534
01/20/2020 12:00:00 AM,2100,1,Central,330,BURGLARY FROM VEHICLE,25,M,PARKING UNDERGROUND/BUILDING,,Invest Cont,330.0,400 W  9TH                          ST,,34.0437,-118.2582
01/21/2020 12:00:00 AM,1000,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),54,M,STREET,,Invest Cont,420.0,1700    NAUD                         ST,,34.0686,-118.2266
01/20/2020 12:00:00 AM,2000,1,Central,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),37,F,PARKING LOT,,Invest Cont,420.0,400 W  9TH                          ST,,34.0437,-118.2582
